,Date,Daily Rainfall Total (mm),Highest 30-min Rainfall (mm),Highest 60-min Rainfall (mm),Highest 120-min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),year,region
26,27 Feb,0.0,0.0,0.0,0.0,—,—,—,—,—,2020,Ulu Pandan
27,28 Feb,0.0,0.0,0.0,0.0,—,—,—,—,—,2020,Ulu Pandan
28,29 Feb,0.0,0.0,0.0,0.0,—,—,—,—,—,2020,Ulu Pandan
0,1 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—,2020,Ulu Pandan
1,2 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—,2020,Ulu Pandan
2,3 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—,2020,Ulu Pandan
3,4 Jan,2.0,1.8,2.0,2.0,—,—,—,—,—,2020,Ulu Pandan
4,5 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—,2020,Ulu Pandan
5,6 Jan,3.2,2.8,3.0,3.0,—,—,—,—,—,2020,Ulu Pandan
6,7 Jan,2.2,0.6,1.0,1.6,—,—,—,—,—,2020,Ulu Pandan
7,8 Jan,9.4,9.0,9.0,9.0,—,—,—,—,—,2020,Ulu Pandan
8,9 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—,2020,Ulu Pandan
9,10 Jan,2.8,2.2,2.6,2.8,—,—,—,—,—,2020,Ulu Pandan
10,11 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—,2020,Ulu Pandan
11,12 Jan,9.8,9.8,9.8,9.8,—,—,—,—,—,2020,Ulu Pandan
12,13 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—,2020,Ulu Pandan
13,14 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—,2020,Ulu Pandan
14,15 Jan,0.6,0.4,0.6,0.6,—,—,—,—,—,2020,Ulu Pandan
15,16 Jan,13.2,9.4,9.6,9.8,—,—,—,—,—,2020,Ulu Pandan
16,17 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—,2020,Ulu Pandan
17,18 Jan,8.6,4.4,7.8,8.2,—,—,—,—,—,2020,Ulu Pandan
18,19 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—,2020,Ulu Pandan
19,20 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—,2020,Ulu Pandan
20,21 Jan,3.0,1.4,1.4,1.6,—,—,—,—,—,2020,Ulu Pandan
21,22 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—,2020,Ulu Pandan
22,23 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—,2020,Ulu Pandan
23,24 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—,2020,Ulu Pandan
24,25 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—,2020,Ulu Pandan
25,26 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—,2020,Ulu Pandan
26,27 Jan,15.4,11.8,15.4,15.4,—,—,—,—,—,2020,Ulu Pandan
27,28 Jan,0.8,0.6,0.6,0.6,—,—,—,—,—,2020,Ulu Pandan
28,29 Jan,58.4,23.6,33.2,39.2,—,—,—,—,—,2020,Ulu Pandan
29,30 Jan,0.2,0.2,0.2,0.2,—,—,—,—,—,2020,Ulu Pandan
30,31 Jan,0.0,0.0,0.0,0.0,—,—,—,—,—,2020,Ulu Pandan
0,1 Dec,4,3.8,3.8,3.8,—,—,—,—,—,2019,Ulu Pandan
1,2 Dec,24.6,14.2,16.4,19,—,—,—,—,—,2019,Ulu Pandan
2,3 Dec,0,0,0,0,—,—,—,—,—,2019,Ulu Pandan
3,4 Dec,0,0,0,0,—,—,—,—,—,2019,Ulu Pandan
4,5 Dec,0.2,0.2,0.2,0.2,—,—,—,—,—,2019,Ulu Pandan
5,6 Dec,0,0,0,0,—,—,—,—,—,2019,Ulu Pandan
6,7 Dec,0,0,0,0,—,—,—,—,—,2019,Ulu Pandan
7,8 Dec,0,0,0,0,—,—,—,—,—,2019,Ulu Pandan
8,9 Dec,17.4,5.2,8.2,10.6,—,—,—,—,—,2019,Ulu Pandan
9,10 Dec,3.4,1,1.6,1.6,—,—,—,—,—,2019,Ulu Pandan
10,11 Dec,23.8,4,5.8,9.6,—,—,—,—,—,2019,Ulu Pandan
11,12 Dec,0.6,0.6,0.6,0.6,—,—,—,—,—,2019,Ulu Pandan
12,13 Dec,24.6,10.4,11,12.6,—,—,—,—,—,2019,Ulu Pandan
13,14 Dec,28.6,3.4,6.2,10.2,—,—,—,—,—,2019,Ulu Pandan
14,15 Dec,—,—,—,—,—,—,—,—,—,2019,Ulu Pandan
15,16 Dec,1,0.6,0.6,0.6,—,—,—,—,—,2019,Ulu Pandan
16,17 Dec,4.6,1.4,1.4,2.8,—,—,—,—,—,2019,Ulu Pandan
17,18 Dec,36.4,32.2,35.4,36.2,—,—,—,—,—,2019,Ulu Pandan
18,19 Dec,0.4,0.4,0.4,0.4,—,—,—,—,—,2019,Ulu Pandan
19,20 Dec,0,0,0,0,—,—,—,—,—,2019,Ulu Pandan
20,21 Dec,28.4,20.2,24,28.4,—,—,—,—,—,2019,Ulu Pandan
21,22 Dec,0,0,0,0,—,—,—,—,—,2019,Ulu Pandan
22,23 Dec,0.6,0.6,0.6,0.6,—,—,—,—,—,2019,Ulu Pandan
23,24 Dec,1.4,1,1,1.4,—,—,—,—,—,2019,Ulu Pandan
24,25 Dec,1.4,1.2,1.2,1.4,—,—,—,—,—,2019,Ulu Pandan
25,26 Dec,0,0,0,0,—,—,—,—,—,2019,Ulu Pandan
26,27 Dec,0,0,0,0,—,—,—,—,—,2019,Ulu Pandan
27,28 Dec,0,0,0,0,—,—,—,—,—,2019,Ulu Pandan
28,29 Dec,0,0,0,0,—,—,—,—,—,2019,Ulu Pandan
29,30 Dec,0,0,0,0,—,—,—,—,—,2019,Ulu Pandan
30,31 Dec,0,0,0,0,—,—,—,—,—,2019,Ulu Pandan
0,1 Nov,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
1,2 Nov,3.8,3.6,3.6,3.8,—,—,—,—,—,2019,Ulu Pandan
2,3 Nov,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
3,4 Nov,0.2,0.2,0.2,0.2,—,—,—,—,—,2019,Ulu Pandan
4,5 Nov,6.0,5.2,6.0,6.0,—,—,—,—,—,2019,Ulu Pandan
5,6 Nov,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
6,7 Nov,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
7,8 Nov,12.6,7.0,9.2,12.2,—,—,—,—,—,2019,Ulu Pandan
8,9 Nov,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
9,10 Nov,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
10,11 Nov,1.6,1.4,1.6,1.6,—,—,—,—,—,2019,Ulu Pandan
11,12 Nov,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
12,13 Nov,0.2,0.2,0.2,0.2,—,—,—,—,—,2019,Ulu Pandan
13,14 Nov,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
14,15 Nov,3.4,3.0,3.4,3.4,—,—,—,—,—,2019,Ulu Pandan
15,16 Nov,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
16,17 Nov,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
17,18 Nov,31.2,29.2,31.2,31.2,—,—,—,—,—,2019,Ulu Pandan
18,19 Nov,1.2,1.0,1.0,1.2,—,—,—,—,—,2019,Ulu Pandan
19,20 Nov,28.0,23.8,26.0,26.4,—,—,—,—,—,2019,Ulu Pandan
20,21 Nov,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
21,22 Nov,8.8,5.0,5.0,7.6,—,—,—,—,—,2019,Ulu Pandan
22,23 Nov,7.8,6.6,7.4,7.8,—,—,—,—,—,2019,Ulu Pandan
23,24 Nov,12.0,10.2,10.4,10.4,—,—,—,—,—,2019,Ulu Pandan
24,25 Nov,10.8,8.8,9.4,10.6,—,—,—,—,—,2019,Ulu Pandan
25,26 Nov,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
26,27 Nov,0.2,0.2,0.2,0.2,—,—,—,—,—,2019,Ulu Pandan
27,28 Nov,1.0,0.6,0.6,0.8,—,—,—,—,—,2019,Ulu Pandan
28,29 Nov,46.0,16.0,26.6,41.4,—,—,—,—,—,2019,Ulu Pandan
29,30 Nov,47.4,20.8,32.0,47.4,—,—,—,—,—,2019,Ulu Pandan
0,1 Oct,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
1,2 Oct,1.2,0.6,0.8,1.2,—,—,—,—,—,2019,Ulu Pandan
2,3 Oct,0.2,0.2,0.2,0.2,—,—,—,—,—,2019,Ulu Pandan
3,4 Oct,3.2,2.8,3.0,3.0,—,—,—,—,—,2019,Ulu Pandan
4,5 Oct,3.4,3.2,3.4,3.4,—,—,—,—,—,2019,Ulu Pandan
5,6 Oct,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
6,7 Oct,17.6,13.4,14.8,15.4,—,—,—,—,—,2019,Ulu Pandan
7,8 Oct,0.4,0.2,0.2,0.2,—,—,—,—,—,2019,Ulu Pandan
8,9 Oct,5.4,5.4,5.4,5.4,—,—,—,—,—,2019,Ulu Pandan
9,10 Oct,7.6,5.2,6.2,7.6,—,—,—,—,—,2019,Ulu Pandan
10,11 Oct,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
11,12 Oct,3.0,3.0,3.0,3.0,—,—,—,—,—,2019,Ulu Pandan
12,13 Oct,5.0,3.6,4.8,5.0,—,—,—,—,—,2019,Ulu Pandan
13,14 Oct,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
14,15 Oct,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
15,16 Oct,0.8,0.6,0.6,0.8,—,—,—,—,—,2019,Ulu Pandan
16,17 Oct,25.0,24.0,24.4,25.0,—,—,—,—,—,2019,Ulu Pandan
17,18 Oct,1.8,1.8,1.8,1.8,—,—,—,—,—,2019,Ulu Pandan
18,19 Oct,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
19,20 Oct,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
20,21 Oct,13.2,9.6,11.2,13.0,—,—,—,—,—,2019,Ulu Pandan
21,22 Oct,20.0,14.2,14.4,14.8,—,—,—,—,—,2019,Ulu Pandan
22,23 Oct,0.6,0.2,0.4,0.4,—,—,—,—,—,2019,Ulu Pandan
23,24 Oct,0.4,0.2,0.2,0.2,—,—,—,—,—,2019,Ulu Pandan
24,25 Oct,0.2,0.2,0.2,0.2,—,—,—,—,—,2019,Ulu Pandan
25,26 Oct,3.4,2.2,3.2,3.4,—,—,—,—,—,2019,Ulu Pandan
26,27 Oct,5.8,3.2,4.2,4.6,—,—,—,—,—,2019,Ulu Pandan
27,28 Oct,2.8,2.2,2.2,2.6,—,—,—,—,—,2019,Ulu Pandan
28,29 Oct,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
29,30 Oct,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
30,31 Oct,0.2,0.2,0.2,0.2,—,—,—,—,—,2019,Ulu Pandan
0,1 Sep,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
1,2 Sep,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
2,3 Sep,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
3,4 Sep,35.4,20.6,29.4,34.4,—,—,—,—,—,2019,Ulu Pandan
4,5 Sep,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
5,6 Sep,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
6,7 Sep,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
7,8 Sep,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
8,9 Sep,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
9,10 Sep,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
10,11 Sep,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
11,12 Sep,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
12,13 Sep,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
13,14 Sep,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
14,15 Sep,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
15,16 Sep,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
16,17 Sep,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
17,18 Sep,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
18,19 Sep,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
19,20 Sep,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
20,21 Sep,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
21,22 Sep,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
22,23 Sep,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
23,24 Sep,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
24,25 Sep,25.8,15.2,17.0,21.6,—,—,—,—,—,2019,Ulu Pandan
25,26 Sep,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
26,27 Sep,6.4,5.0,6.4,6.4,—,—,—,—,—,2019,Ulu Pandan
27,28 Sep,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
28,29 Sep,27.2,17.0,18.0,20.8,—,—,—,—,—,2019,Ulu Pandan
29,30 Sep,8.8,2.8,5.0,5.6,—,—,—,—,—,2019,Ulu Pandan
0,1 Aug,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
1,2 Aug,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
2,3 Aug,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
3,4 Aug,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
4,5 Aug,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
5,6 Aug,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
6,7 Aug,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
7,8 Aug,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
8,9 Aug,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
9,10 Aug,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
10,11 Aug,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
11,12 Aug,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
12,13 Aug,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
13,14 Aug,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
14,15 Aug,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
15,16 Aug,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
16,17 Aug,2.2,1.6,2.0,2.2,—,—,—,—,—,2019,Ulu Pandan
17,18 Aug,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
18,19 Aug,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
19,20 Aug,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
20,21 Aug,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
21,22 Aug,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
22,23 Aug,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
23,24 Aug,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
24,25 Aug,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
25,26 Aug,1.8,0.8,0.8,1.4,—,—,—,—,—,2019,Ulu Pandan
26,27 Aug,0.2,0.2,0.2,0.2,—,—,—,—,—,2019,Ulu Pandan
27,28 Aug,0.6,0.4,0.6,0.6,—,—,—,—,—,2019,Ulu Pandan
28,29 Aug,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
29,30 Aug,12.8,12.0,12.8,12.8,—,—,—,—,—,2019,Ulu Pandan
30,31 Aug,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
0,1 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
1,2 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
2,3 Jul,23.2,11.6,13.4,13.4,—,—,—,—,—,2019,Ulu Pandan
3,4 Jul,0.6,0.6,0.6,0.6,—,—,—,—,—,2019,Ulu Pandan
4,5 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
5,6 Jul,0.2,0.2,0.2,0.2,—,—,—,—,—,2019,Ulu Pandan
6,7 Jul,9.8,8.0,9.8,9.8,—,—,—,—,—,2019,Ulu Pandan
7,8 Jul,11.6,9.8,9.8,9.8,—,—,—,—,—,2019,Ulu Pandan
8,9 Jul,12.6,9.4,9.4,9.4,—,—,—,—,—,2019,Ulu Pandan
9,10 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
10,11 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
11,12 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
12,13 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
13,14 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
14,15 Jul,23.8,22.4,23.6,23.6,—,—,—,—,—,2019,Ulu Pandan
15,16 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
16,17 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
17,18 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
18,19 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
19,20 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
20,21 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
21,22 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
22,23 Jul,15.4,5.6,8.0,12.6,—,—,—,—,—,2019,Ulu Pandan
23,24 Jul,2.8,2.6,2.6,2.6,—,—,—,—,—,2019,Ulu Pandan
24,25 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
25,26 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
26,27 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
27,28 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
28,29 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
29,30 Jul,0.6,0.4,0.4,0.4,—,—,—,—,—,2019,Ulu Pandan
30,31 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
0,1 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
1,2 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
2,3 Jul,23.2,11.6,13.4,13.4,—,—,—,—,—,2019,Ulu Pandan
3,4 Jul,0.6,0.6,0.6,0.6,—,—,—,—,—,2019,Ulu Pandan
4,5 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
5,6 Jul,0.2,0.2,0.2,0.2,—,—,—,—,—,2019,Ulu Pandan
6,7 Jul,9.8,8.0,9.8,9.8,—,—,—,—,—,2019,Ulu Pandan
7,8 Jul,11.6,9.8,9.8,9.8,—,—,—,—,—,2019,Ulu Pandan
8,9 Jul,12.6,9.4,9.4,9.4,—,—,—,—,—,2019,Ulu Pandan
9,10 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
10,11 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
11,12 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
12,13 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
13,14 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
14,15 Jul,23.8,22.4,23.6,23.6,—,—,—,—,—,2019,Ulu Pandan
15,16 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
16,17 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
17,18 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
18,19 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
19,20 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
20,21 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
21,22 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
22,23 Jul,15.4,5.6,8.0,12.6,—,—,—,—,—,2019,Ulu Pandan
23,24 Jul,2.8,2.6,2.6,2.6,—,—,—,—,—,2019,Ulu Pandan
24,25 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
25,26 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
26,27 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
27,28 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
28,29 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
29,30 Jul,0.6,0.4,0.4,0.4,—,—,—,—,—,2019,Ulu Pandan
30,31 Jul,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
0,1 May,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
1,2 May,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
2,3 May,0.4,0.4,0.4,0.4,—,—,—,—,—,2019,Ulu Pandan
3,4 May,8.6,7.2,8.2,8.4,—,—,—,—,—,2019,Ulu Pandan
4,5 May,0.6,0.6,0.6,0.6,—,—,—,—,—,2019,Ulu Pandan
5,6 May,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
6,7 May,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
7,8 May,98.4,29.4,49.6,62.0,—,—,—,—,—,2019,Ulu Pandan
8,9 May,0.4,0.4,0.4,0.4,—,—,—,—,—,2019,Ulu Pandan
9,10 May,31.2,15.2,15.4,27.4,—,—,—,—,—,2019,Ulu Pandan
10,11 May,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
11,12 May,2.0,2.0,2.0,2.0,—,—,—,—,—,2019,Ulu Pandan
12,13 May,36.6,28.4,31.4,31.4,—,—,—,—,—,2019,Ulu Pandan
13,14 May,2.2,1.6,1.8,2.0,—,—,—,—,—,2019,Ulu Pandan
14,15 May,5.8,3.6,4.6,4.6,—,—,—,—,—,2019,Ulu Pandan
15,16 May,3.4,1.6,1.6,1.8,—,—,—,—,—,2019,Ulu Pandan
16,17 May,1.8,1.0,1.2,1.4,—,—,—,—,—,2019,Ulu Pandan
17,18 May,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
18,19 May,18.6,14.8,18.4,18.6,—,—,—,—,—,2019,Ulu Pandan
19,20 May,11.2,9.6,11.0,11.0,—,—,—,—,—,2019,Ulu Pandan
20,21 May,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
21,22 May,0.8,0.8,0.8,0.8,—,—,—,—,—,2019,Ulu Pandan
22,23 May,2.4,2.4,2.4,2.4,—,—,—,—,—,2019,Ulu Pandan
23,24 May,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
24,25 May,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
25,26 May,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
26,27 May,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
27,28 May,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
28,29 May,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
29,30 May,8.0,4.4,4.8,5.6,—,—,—,—,—,2019,Ulu Pandan
30,31 May,7.4,7.4,7.4,7.4,—,—,—,—,—,2019,Ulu Pandan
0,1 May,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
1,2 May,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
2,3 May,0.4,0.4,0.4,0.4,—,—,—,—,—,2019,Ulu Pandan
3,4 May,8.6,7.2,8.2,8.4,—,—,—,—,—,2019,Ulu Pandan
4,5 May,0.6,0.6,0.6,0.6,—,—,—,—,—,2019,Ulu Pandan
5,6 May,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
6,7 May,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
7,8 May,98.4,29.4,49.6,62.0,—,—,—,—,—,2019,Ulu Pandan
8,9 May,0.4,0.4,0.4,0.4,—,—,—,—,—,2019,Ulu Pandan
9,10 May,31.2,15.2,15.4,27.4,—,—,—,—,—,2019,Ulu Pandan
10,11 May,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
11,12 May,2.0,2.0,2.0,2.0,—,—,—,—,—,2019,Ulu Pandan
12,13 May,36.6,28.4,31.4,31.4,—,—,—,—,—,2019,Ulu Pandan
13,14 May,2.2,1.6,1.8,2.0,—,—,—,—,—,2019,Ulu Pandan
14,15 May,5.8,3.6,4.6,4.6,—,—,—,—,—,2019,Ulu Pandan
15,16 May,3.4,1.6,1.6,1.8,—,—,—,—,—,2019,Ulu Pandan
16,17 May,1.8,1.0,1.2,1.4,—,—,—,—,—,2019,Ulu Pandan
17,18 May,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
18,19 May,18.6,14.8,18.4,18.6,—,—,—,—,—,2019,Ulu Pandan
19,20 May,11.2,9.6,11.0,11.0,—,—,—,—,—,2019,Ulu Pandan
20,21 May,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
21,22 May,0.8,0.8,0.8,0.8,—,—,—,—,—,2019,Ulu Pandan
22,23 May,2.4,2.4,2.4,2.4,—,—,—,—,—,2019,Ulu Pandan
23,24 May,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
24,25 May,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
25,26 May,0.0,0.0,0.0,0.0,—,—,—,—,—,2019,Ulu Pandan
